Fiscal Year Released,Recidivism Reporting Year,Race - Ethnicity,Sex,Age At Release ,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison,Recidivism Type,Days to Recidivism,New Conviction Offense Classification,New Conviction Offense Type,New Conviction Offense Sub Type,Part of Target Population
2012,2015,Black - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Tech,202,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Drug,Trafficking,Parole,7JD,Yes,New,203,C Felony,Property,Theft,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole,1JD,Yes,New,204,Felony - Enhancement to Original Penalty,Violent,Assault,Yes
2012,2015,Black - Non-Hispanic,F,35-44,Aggravated Misdemeanor,Property,Theft,Parole,5JD,Yes,New,204,Aggravated Misdemeanor,Public Order,Traffic,Yes
2012,2015,Black - Non-Hispanic,M,25-34,C Felony,Violent,Sex,Special Sentence,3JD,Yes,Tech,204,,,,No
2012,2015,White - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Parole,6JD,Yes,Tech,205,,,,Yes
2012,2015,Black - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,206,D Felony,Public Order,Weapons,Yes
2012,2015,White - Non-Hispanic,M,35-44,C Felony,Property,Theft,Parole,7JD,Yes,Tech,206,,,,Yes
2012,2015,Black - Hispanic,M,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,New,207,D Felony,Property,Vandalism,No
2012,2015,Black - Non-Hispanic,M,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,New,208,D Felony,Drug,Drug Possession,Yes
2012,2015,White - Non-Hispanic,M,35-44,B Felony,Violent,Robbery,Parole,2JD,Yes,Tech,208,,,,Yes
2012,2015,White - Non-Hispanic,F,35-44,D Felony,Public Order,OWI,Parole,8JD,Yes,Tech,208,,,,Yes
2012,2015,Black - Non-Hispanic,M,55 and Older,D Felony,Public Order,OWI,Parole,3JD,Yes,Tech,209,,,,No
2012,2015,White - Non-Hispanic,M,45-54,D Felony,Property,Theft,Discharged – End of Sentence,,Yes,New,210,D Felony,Public Order,Other Public Order,No
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Other,Other Criminal,Parole,7JD,Yes,New,210,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,6JD,Yes,Tech,211,,,,Yes
2012,2015,White - Non-Hispanic,F,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,211,,,,Yes
2012,2015,White - Non-Hispanic,M,55 and Older,D Felony,Public Order,OWI,Parole,2JD,Yes,Tech,211,,,,No
2012,2015,White - Hispanic,M,25-34,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,New,212,D Felony,Public Order,Other Public Order,No
2012,2015,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,Yes,New,212,Aggravated Misdemeanor,Public Order,Other Public Order,No
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,4JD,Yes,Tech,212,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,212,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,New,213,D Felony,Drug,Drug Possession,Yes
2012,2015,White - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,New,214,D Felony,Drug,Trafficking,Yes
2012,2015,White - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,New,214,Serious Misdemeanor,Violent,Assault,Yes
2012,2015,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Violent,Murder/Manslaughter,Parole,3JD,Yes,New,214,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Sex,Special Sentence,5JD,Yes,Tech,214,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,8JD,Yes,New,215,Felony - Enhancement to Original Penalty,Property,Burglary,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Property,Theft,Parole,5JD,Yes,New,216,D Felony,Public Order,Weapons,Yes
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Property,Theft,Parole,6JD,Yes,New,216,D Felony,Property,Forgery/Fraud,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Property,Burglary,Parole,3JD,Yes,Tech,216,,,,Yes
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Property,Burglary,Parole,5JD,Yes,Tech,216,,,,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,,Yes,New,217,D Felony,Public Order,Weapons,No
2012,2015,White - Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,2JD,Yes,Tech,217,,,,Yes
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Public Order,Sex Offender Registry/Residency,Discharged – End of Sentence,,Yes,New,218,D Felony,Drug,Trafficking,No
2012,2015,Black - Non-Hispanic,M,25-34,C Felony,Property,Theft,Parole,6JD,Yes,Tech,218,,,,Yes
2012,2015,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,2JD,Yes,New,219,Felony - Enhancement to Original Penalty,Public Order,Traffic,Yes
2012,2015,American Indian or Alaska Native - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole,3JD,Yes,Tech,219,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Property,Arson,Discharged – End of Sentence,,Yes,New,221,C Felony,Drug,Trafficking,No
2012,2015,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole,3JD,Yes,Tech,221,,,,No
2012,2015,Black - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Parole,ISC,Yes,Tech,221,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,New,222,D Felony,Drug,Drug Possession,Yes
2012,2015,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,New,222,Serious Misdemeanor,Public Order,Flight/Escape,No
2012,2015,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Weapons,Discharged – End of Sentence,,Yes,New,223,D Felony,Public Order,Weapons,No
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,New,223,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,New,223,Aggravated Misdemeanor,Public Order,Traffic,No
2012,2015,White - Non-Hispanic,M,35-44,C Felony,Property,Theft,Parole,3JD,Yes,New,224,Felony - Enhancement to Original Penalty,Public Order,Flight/Escape,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,4JD,Yes,Tech,224,,,,Yes
2012,2015,Black - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,New,225,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Parole,1JD,Yes,New,225,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,Black - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,8JD,Yes,New,227,D Felony,Property,Burglary,Yes
2012,2015,Black - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,New,227,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Violent,Assault,Parole,2JD,Yes,New,228,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2012,2015,White - Non-Hispanic,M,25-34,B Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,228,,,,Yes
2012,2015,White - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,230,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2012,2015,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,New,230,D Felony,Property,Burglary,No
2012,2015,White - Non-Hispanic,F,45-54,Felony - Enhancement to Original Penalty,Violent,Robbery,Parole,5JD,Yes,Tech,230,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,231,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Property,Burglary,Parole,1JD,Yes,New,231,D Felony,Drug,Drug Possession,Yes
2012,2015,Black - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,231,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,4JD,Yes,Tech,231,,,,Yes
2012,2015,White - Non-Hispanic,M,Under 25,D Felony,Public Order,OWI,Parole,2JD,Yes,Tech,231,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,232,,,,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,New,233,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2012,2015,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,New,233,C Felony,Drug,Trafficking,Yes
2012,2015,White - Non-Hispanic,M,45-54,C Felony,Property,Burglary,Parole,8JD,Yes,Tech,233,,,,Yes
2012,2015,White - Non-Hispanic,F,Under 25,C Felony,Drug,Trafficking,Parole,8JD,Yes,New,235,D Felony,Public Order,Other Public Order,Yes
2012,2015,Black - Non-Hispanic,M,35-44,C Felony,Property,Theft,Parole,1JD,Yes,New,235,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Violent,Assault,Parole,2JD,Yes,New,235,Serious Misdemeanor,Public Order,Flight/Escape,Yes
2012,2015,White - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,New,235,Aggravated Misdemeanor,Drug,Drug Possession,No
2012,2015,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,2JD,Yes,Tech,236,,,,Yes
2012,2015,White - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,New,237,D Felony,Violent,Assault,No
2012,2015,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,New,237,Aggravated Misdemeanor,Public Order,Traffic,No
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Property,Forgery/Fraud,Parole,2JD,Yes,Tech,237,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Drug,Other Drug,Parole,3JD,Yes,New,238,D Felony,Violent,Assault,Yes
2012,2015,White - Non-Hispanic,M,45-54,C Felony,Drug,Trafficking,Parole,2JD,Yes,Tech,238,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,ISC,Yes,Tech,238,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,239,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
2012,2015,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Property,Theft,Parole,5JD,Yes,New,239,D Felony,Property,Forgery/Fraud,Yes
2012,2015,Black - Non-Hispanic,M,45-54,C Felony,Property,Burglary,Parole,5JD,Yes,New,239,Serious Misdemeanor,Violent,Assault,Yes
2012,2015,White - Non-Hispanic,F,35-44,Felony - Enhancement to Original Penalty,Property,Theft,Parole,4JD,Yes,Tech,239,,,,Yes
2012,2015,White - Non-Hispanic,M,Under 25,D Felony,Property,Forgery/Fraud,Discharged – End of Sentence,,Yes,New,240,D Felony,Property,Forgery/Fraud,No
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,241,,,,No
2012,2015,White - Non-Hispanic,F,25-34,D Felony,Public Order,OWI,Parole,8JD,Yes,Tech,241,,,,Yes
2012,2015,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,Tech,241,,,,No
2012,2015,White - Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,3JD,Yes,Tech,242,,,,No
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Public Order,Weapons,Parole,1JD,Yes,New,243,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Discharged – End of Sentence,,Yes,New,243,Aggravated Misdemeanor,Violent,Assault,No
2012,2015,White - Non-Hispanic,M,45-54,D Felony,Public Order,OWI,Parole,2JD,Yes,New,243,Aggravated Misdemeanor,Violent,Assault,Yes
2012,2015,Black - Non-Hispanic,M,55 and Older,D Felony,Property,Burglary,Discharged – End of Sentence,,Yes,New,243,C Felony,Property,Burglary,No
2012,2015,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Property,Burglary,Parole,2JD,Yes,New,243,D Felony,Public Order,Weapons,Yes
2012,2015,White - Non-Hispanic,M,55 and Older,C Felony,Violent,Other Violent,Parole,3JD,Yes,Tech,244,,,,Yes
2012,2015,Black - Non-Hispanic,F,25-34,D Felony,Drug,Trafficking,Parole,1JD,Yes,New,245,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,White - Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,New,245,C Felony,Drug,Trafficking,No
2012,2015,Black - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole,2JD,Yes,New,247,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,New,247,Felony - Enhancement to Original Penalty,Violent,Assault,No
2012,2015,White - Non-Hispanic,M,55 and Older,D Felony,Public Order,OWI,Parole,2JD,Yes,Tech,247,,,,Yes
2012,2015,White - Non-Hispanic,M,45-54,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,248,Aggravated Misdemeanor,Violent,Assault,Yes
2012,2015,Black - Non-Hispanic,M,45-54,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,New,248,Aggravated Misdemeanor,Public Order,Traffic,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Parole,1JD,Yes,New,248,Public Order,Flight/Escape,,No
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Property,Burglary,Parole,4JD,Yes,Tech,248,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Property,Theft,Parole,2JD,Yes,New,249,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,Black - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,New,249,C Felony,Violent,Assault,No
2012,2015,White - Non-Hispanic,M,35-44,C Felony,Property,Theft,Discharged – End of Sentence,,Yes,New,250,Felony - Enhancement to Original Penalty,Property,Burglary,No
2012,2015,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Drug,Drug Possession,Parole,5JD,Yes,Tech,250,,,,Yes
2012,2015,White - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,New,251,Aggravated Misdemeanor,Public Order,Traffic,No
2012,2015,White - Non-Hispanic,M,45-54,D Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,251,,,,Yes
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Drug,Drug Possession,Parole,1JD,Yes,New,252,Aggravated Misdemeanor,Public Order,Traffic,Yes
2012,2015,White - Hispanic,M,35-44,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,New,252,Aggravated Misdemeanor,Property,Forgery/Fraud,No
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,252,,,,Yes
2012,2015,White - Non-Hispanic,F,25-34,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,253,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2012,2015,White - Hispanic,M,Under 25,D Felony,Property,Theft,Parole,7JD,Yes,New,253,D Felony,Public Order,OWI,Yes
2012,2015,White - Non-Hispanic,F,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,253,,,,Yes
2012,2015,White - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Parole,3JD,Yes,Tech,253,,,,Yes
2012,2015,White - Non-Hispanic,M,55 and Older,Aggravated Misdemeanor,Public Order,Traffic,Discharged – End of Sentence,,Yes,New,254,D Felony,Public Order,OWI,No
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,8JD,Yes,New,255,C Felony,Drug,Trafficking,Yes
2012,2015,White - Non-Hispanic,M,Under 25,C Felony,Violent,Sex,Special Sentence,6JD,Yes,Tech,255,,,,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,D Felony,Drug,Trafficking,Parole,5JD,Yes,New,256,D Felony,Drug,Trafficking,Yes
2012,2015,White - Non-Hispanic,M,35-44,C Felony,Violent,Robbery,Parole,8JD,Yes,Tech,256,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Public Order,OWI,Parole,2JD,Yes,Tech,256,,,,Yes
2012,2015,White - Non-Hispanic,M,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,New,257,D Felony,Drug,Drug Possession,Yes
2012,2015,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,New,257,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Other,Special Sentence Revocation,Special Sentence,6JD,Yes,Tech,257,,,,Yes
2012,2015,Asian or Pacific Islander - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,Parole,2JD,Yes,New,258,D Felony,Public Order,Other Public Order,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole,6JD,Yes,Tech,258,,,,Yes
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Violent,Assault,Parole,2JD,Yes,Tech,258,,,,Yes
2012,2015,White - Non-Hispanic,F,35-44,C Felony,Drug,Trafficking,Parole,5JD,Yes,New,259,Serious Misdemeanor,Drug,Drug Possession,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Violent,Robbery,Parole,ISC,Yes,New,259,D Felony,Public Order,OWI,Yes
2012,2015,White - Non-Hispanic,F,25-34,D Felony,Property,Forgery/Fraud,Parole,2JD,Yes,Tech,260,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,8JD,Yes,New,261,Serious Misdemeanor,Violent,Assault,Yes
2012,2015,White - Non-Hispanic,M,35-44,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,New,261,C Felony,Property,Burglary,No
2012,2015,White - Non-Hispanic,M,35-44,Aggravated Misdemeanor,Violent,Assault,Discharged – End of Sentence,,Yes,New,261,Aggravated Misdemeanor,Violent,Assault,No
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Other Drug,Parole,2JD,Yes,Tech,261,,,,Yes
2012,2015,White - Non-Hispanic,M,Under 25,D Felony,Violent,Assault,Discharged – End of Sentence,,Yes,New,262,Felony - Enhancement to Original Penalty,Violent,Other Violent,No
2012,2015,American Indian or Alaska Native - Non-Hispanic,M,25-34,C Felony,Property,Theft,Parole,ISC,Yes,Tech,263,,,,Yes
2012,2015,Black - Non-Hispanic,M,35-44,B Felony,Violent,Robbery,Parole,5JD,Yes,New,264,Aggravated Misdemeanor,Violent,Assault,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,7JD,Yes,Tech,265,,,,Yes
2012,2015,White - Non-Hispanic,M,35-44,C Felony,Drug,Trafficking,Parole,1JD,Yes,New,265,B Felony,Violent,Robbery,Yes
2012,2015,Black - Non-Hispanic,F,45-54,D Felony,Property,Forgery/Fraud,Parole,1JD,Yes,New,265,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,White - Non-Hispanic,M,45-54,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Tech,266,,,,Yes
2012,2015,White - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Parole,6JD,Yes,Tech,266,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Property,Theft,Discharged – End of Sentence,,Yes,New,267,D Felony,Property,Theft,No
2012,2015,White - Non-Hispanic,M,Under 25,D Felony,Property,Burglary,Parole,8JD,Yes,Tech,267,,,,Yes
2012,2015,White - Non-Hispanic,M,45-54,B Felony,Drug,Trafficking,Parole,5JD,Yes,New,268,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,Black - Non-Hispanic,M,35-44,D Felony,Drug,Other Drug,Parole,7JD,Yes,New,268,D Felony,Drug,Trafficking,Yes
2012,2015,White - Non-Hispanic,M,Under 25,D Felony,Property,Theft,Parole,5JD,Yes,New,269,Aggravated Misdemeanor,Violent,Assault,Yes
2012,2015,White - Non-Hispanic,M,35-44,B Felony,Violent,Robbery,Parole,2JD,Yes,New,269,D Felony,Drug,Drug Possession,Yes
2012,2015,Black - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,3JD,Yes,Tech,269,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,1JD,Yes,New,270,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Public Order,OWI,Discharged – End of Sentence,,Yes,New,270,Felony - Enhancement to Original Penalty,Public Order,OWI,No
2012,2015,White - Non-Hispanic,F,Under 25,C Felony,Drug,Trafficking,Parole,ISC,Yes,Tech,271,,,,Yes
2012,2015,Black - Non-Hispanic,M,25-34,D Felony,Public Order,Weapons,Parole,1JD,Yes,New,272,C Felony,Violent,Other Violent,Yes
2012,2015,Black - Non-Hispanic,M,25-34,C Felony,Drug,Trafficking,Parole,7JD,Yes,New,272,Aggravated Misdemeanor,Drug,Drug Possession,Yes
2012,2015,White - Non-Hispanic,M,Under 25,D Felony,Violent,Sex,Special Sentence,8JD,Yes,Tech,272,,,,Yes
2012,2015,Black - Non-Hispanic,M,45-54,D Felony,Property,Forgery/Fraud,Parole,7JD,Yes,Tech,272,,,,Yes
2012,2015,Black - Non-Hispanic,M,45-54,D Felony,Drug,Trafficking,Parole,5JD,Yes,Tech,273,,,,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole,2JD,Yes,Tech,273,,,,No
2012,2015,White - Non-Hispanic,M,35-44,B Felony,Drug,Trafficking,Parole,5JD,Yes,New,274,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
2012,2015,White - Non-Hispanic,M,Under 25,C Felony,Drug,Trafficking,Parole,1JD,Yes,New,274,Drug,Drug Possession,,Yes
2012,2015,Black - Non-Hispanic,F,45-54,Aggravated Misdemeanor,Property,Theft,Parole,5JD,Yes,New,274,Aggravated Misdemeanor,Property,Theft,Yes
2012,2015,White - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Parole,1JD,Yes,New,274,Public Order,Flight/Escape,,Yes
2012,2015,White - Non-Hispanic,F,45-54,D Felony,Violent,Assault,Parole,7JD,Yes,Tech,274,,,,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,B Felony,Other,Other Criminal,Parole,5JD,Yes,New,275,D Felony,Property,Forgery/Fraud,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,C Felony,Violent,Assault,Parole,5JD,Yes,New,275,Public Order,Flight/Escape,,Yes
2012,2015,White - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Violent,Assault,Parole,5JD,Yes,New,275,Public Order,Flight/Escape,,Yes
2012,2015,White - Non-Hispanic,F,35-44,D Felony,Property,Forgery/Fraud,Parole,3JD,Yes,Tech,275,,,,Yes
2012,2015,White - Non-Hispanic,F,25-34,D Felony,Drug,Drug Possession,Parole,6JD,Yes,Tech,275,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Public Order,OWI,Parole,2JD,Yes,New,276,D Felony,Public Order,OWI,Yes
2012,2015,Black - Non-Hispanic,M,55 and Older,D Felony,Property,Burglary,Parole,5JD,Yes,New,276,Felony - Enhancement to Original Penalty,Violent,Robbery,Yes
2012,2015,White - Non-Hispanic,M,35-44,C Felony,Property,Burglary,Discharged – End of Sentence,,Yes,New,276,C Felony,Property,Theft,No
2012,2015,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Public Order,Alcohol,Discharged – End of Sentence,,Yes,New,276,Aggravated Misdemeanor,Public Order,Alcohol,No
2012,2015,Black - Non-Hispanic,F,25-34,D Felony,Property,Vandalism,Parole,ISC,Yes,Tech,276,,,,Yes
2012,2015,American Indian or Alaska Native - Non-Hispanic,M,Under 25,C Felony,Property,Theft,Parole,6JD,Yes,Tech,276,,,,No
2012,2015,Black - Non-Hispanic,M,Under 25,C Felony,Property,Burglary,Parole,7JD,Yes,Tech,276,,,,Yes
2012,2015,Black - Non-Hispanic,M,Under 25,Aggravated Misdemeanor,Property,Burglary,Discharged – End of Sentence,,Yes,New,277,Aggravated Misdemeanor,Property,Burglary,No
2012,2015,White - Non-Hispanic,M,35-44,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,5JD,Yes,Tech,277,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,D Felony,Property,Forgery/Fraud,Parole,5JD,Yes,Tech,277,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Property,Burglary,Parole,2JD,Yes,New,278,D Felony,Property,Theft,Yes
2012,2015,White - Non-Hispanic,M,35-44,D Felony,Violent,Assault,Parole,8JD,Yes,New,278,D Felony,Property,Theft,Yes
2012,2015,White - Non-Hispanic,M,25-34,B Felony,Violent,Murder/Manslaughter,Parole,5JD,Yes,New,279,D Felony,Drug,Trafficking,Yes
2012,2015,Black - Non-Hispanic,M,25-34,D Felony,Violent,Assault,Parole,7JD,Yes,Tech,279,,,,Yes
2012,2015,White - Non-Hispanic,M,25-34,Aggravated Misdemeanor,Public Order,Traffic,Parole,5JD,Yes,Tech,280,,,,Yes
2012,2015,White - Non-Hispanic,F,35-44,D Felony,Property,Burglary,Parole,2JD,Yes,Tech,280,,,,Yes
2012,2015,Black - Non-Hispanic,M,25-34,Felony - Enhancement to Original Penalty,Drug,Trafficking,Parole,1JD,Yes,New,281,D Felony,Drug,Drug Possession,No
2012,2015,White - Non-Hispanic,F,45-54,C Felony,Drug,Trafficking,Parole,1JD,Yes,Tech,281,,,,Yes
